title,authors,where_published,DOI,provenance,source_wg_report,study_specific_inclusion_notes,year,duplicate_group,duplicate_of_or_relation,relevance_tier,prior_wg_status,publication_type,numpages,assignment_scope,catalogue_status,catalogue_entry_id,catalogue_file,exclusion_reason
From Human Days to Machine Seconds: Automatically Answering and Generating Machine Learning Final Exams,"Drori, Iddo; Zhang, Sarah J.; Shuttleworth, Reece; Zhang, Sarah; Tyser, Keith; Chin, Zad; Lantigua, Pedro; Surbehera, Saisamrit; Hunter, Gregory; Austin, Derek; Tang, Leonard; Hicke, Yann; Simhon, Sage; Karnik, Sathwik; Granberry, Darnell; Udell, Madeleine",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3580305.3599827,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [31],The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: A final exam in machine learning at a top institution such as MIT, Harvard, or Cornell typically takes faculty days to write, and students hours to solve.",2023,,,2-authentic assignment/assessment evidence,2025 WG report reference,,,Yes,loaded,assessment:machine-learning-final-exam-series,site/public/data/assessments/assessment-machine-learning-final-exam-series.json,
GenAI-Empowered Group-Based Authentic Assessment for Network Engineering Courses,"Chen, Yue; Chai, Kok Keong; Loo, Jonathan; Moosaei, Reza; Obstfeld, Joel",2025 IEEE Global Engineering Education Conference (EDUCON),10.1109/educon62633.2025.11016382,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 105,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: In this paper, we propose a GenAI-empowered, group-based authentic assessment for a Network Engineering course.",2025,,,2-authentic assignment/assessment evidence,2025 WG dataset: upper,,,Yes,loaded,assessment:network-ipv6-genai-authentic-project,site/public/data/assessments/assessment-network-ipv6-genai-authentic-project.json,
Generating Diverse Code Explanations using the GPT-3 Large Language Model,"MacNeil, Stephen; Tran, Andrew; Mogil, Dan; Bernstein, Seth; Ross, Erin; Huang, Ziheng",Proceedings of the 2022 ACM Conference on International Computing Education Research - Volume 2,10.1145/3501709.3544280,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 30,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: To provide high-quality explanations at scale, numerous systems automate the process by tracing the execution of code , defining terms , giving hints , and providing error-specific feedback .",2022,,,3-assignment feedback/support or student use,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Generating Effective Distractors for Introductory Programming Challenges: LLMs vs Humans,"Hassany, Mohammad; Brusilovsky, Peter; Savelka, Jaromir; Lekshmi Narayanan, Arun Balajiee; Akhuseyinoglu, Kamil; Agarwal, Arav; Hendrawan, Rully Agus",Proceedings of the 15th International Learning Analytics and Knowledge Conference,10.1145/3706468.3706529,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 127,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: As large language models (LLMs) show great promise in generating a wide spectrum of educational materials, robust yet cost-effective assessment of the quality and effectiveness of such materials becomes an important challenge.",2025,,,2-authentic assignment/assessment evidence,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:pcex-program-construction-challenges,site/public/data/assessments/assessment-pcex-program-construction-challenges.json,
Generating Multiple Choice Questions for Computing Courses Using Large Language Models,"Tran, Andrew; Angelikas, Kenneth; Rama, Egi; Okechukwu, Chiku; Smith, David H.; MacNeil, Stephen",2023 IEEE Frontiers in Education Conference (FIE),10.1109/fie58773.2023.10342898,beyond-the-hype.pdf + beyond-the-hype.html / References [146],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: At the same time, advances in natural language processing have resulted in large language models (LLMs) that are capable of doing tasks previously reserved for people, such as generating code, code explanations, and programming assignments.",2023,DG006,same work as canonical occurrence in DG006; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,loaded,assessment:llm-generated-isomorphic-computing-mcqs,site/public/data/assessments/assessment-llm-generated-isomorphic-computing-mcqs.json,
Generating Multiple Choice Questions for Computing Courses Using Large Language Models,"Tran, Andrew; Angelikas, Kenneth; Rama, Egi; Okechukwu, Chiku; Smith, David H.; MacNeil, Stephen",2023 IEEE Frontiers in Education Conference (FIE),10.1109/fie58773.2023.10342898,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 87,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: At the same time, advances in natural language processing have resulted in large language models (LLMs) that are capable of doing tasks previously reserved for people, such as generating code, code explanations, and programming assignments.",2023,DG006,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:llm-generated-isomorphic-computing-mcqs,site/public/data/assessments/assessment-llm-generated-isomorphic-computing-mcqs.json,
Generating Programs Trivially: Student Use of Large Language Models,"Prasad, Siddhartha; Greenman, Ben; Nelson, Tim; Krishnamurthi, Shriram",Proceedings of the ACM Conference on Global Computing Education Vol 1,10.1145/3576882.3617921,beyond-the-hype.pdf + beyond-the-hype.html / References [110],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks.",2023,DG037,same work as canonical occurrence in DG037; preserved for distinct provenance,3-assignment feedback/support or student use,2024 WG report reference,,,Yes,loaded,assessment:formal-methods-llm-enabled-coursework-series,site/public/data/assessments/assessment-formal-methods-llm-enabled-coursework-series.json,
Generating Programs Trivially: Student Use of Large Language Models,"Prasad, Siddhartha; Greenman, Ben; Nelson, Tim; Krishnamurthi, Shriram",Proceedings of the ACM Conference on Global Computing Education Vol 1,10.1145/3576882.3617921,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 33,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks.",2023,DG037,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:formal-methods-llm-enabled-coursework-series,site/public/data/assessments/assessment-formal-methods-llm-enabled-coursework-series.json,
Generating Programs Trivially: Student Use of Large Language Models,"Prasad, Siddhartha; Greenman, Ben; Nelson, Tim; Krishnamurthi, Shriram",Proceedings of the ACM Conference on Global Computing Education Vol 1,10.1145/3576882.3617921,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [93],The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks.",2023,DG037,same work as canonical occurrence in DG037; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG report reference,,,Yes,loaded,assessment:formal-methods-llm-enabled-coursework-series,site/public/data/assessments/assessment-formal-methods-llm-enabled-coursework-series.json,
"Generative AI for Programming Education: Benchmarking ChatGPT, GPT-4, and Human Tutors","Phung, Tung; Padurean, Victor-Alexandru; Cambronero, José; Gulwani, Sumit; Kohn, Tobias; Majumdar, Rupak; Singla, Adish; Soares, Gustavo",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 2,10.1145/3568812.3603476,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 20,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: State-of-the-art models like OpenAI’s ChatGPT and GPT-4 could enhance programming education in various roles, e.g., by acting as a personalized digital tutor for a student, a digital assistant for an educator, and a digital peer for collaborative learning .",2023,DG032,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,2-authentic assignment/assessment evidence,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:python-tutor-benchmark-problem-set,site/public/data/assessments/assessment-python-tutor-benchmark-problem-set.json,
"Generative AI for Programming Education: Benchmarking ChatGPT, GPT-4, and Human Tutors","Phung, Tung; Padurean, Victor-Alexandru; Cambronero, José; Gulwani, Sumit; Kohn, Tobias; Majumdar, Rupak; Singla, Adish; Soares, Gustavo",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 2,10.1145/3568812.3603476,the-robots-are-here.pdf + the-robots-are-here.html / References [151],The Robots Are Here (ITiCSE 2023 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: State-of-the-art models like OpenAI’s ChatGPT and GPT-4 could enhance programming education in various roles, e.g., by acting as a personalized digital tutor for a student, a digital assistant for an educator, and a digital peer for collaborative learning .",2023,DG032,same work as canonical occurrence in DG032; preserved for distinct provenance,2-authentic assignment/assessment evidence,2023 WG report reference,,,Yes,loaded,assessment:python-tutor-benchmark-problem-set,site/public/data/assessments/assessment-python-tutor-benchmark-problem-set.json,
Generative AI for Programming Education: Can ChatGPT Facilitate the Acquisition of Fundamental Programming Skills for Novices?,"Sadat Shanto, Shakib; Ahmed, Zishan; Jony, Akinul Islam",Proceedings of the 3rd International Conference on Computing Advancements,10.1145/3723178.3723268,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 160,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: However, the existing empirical data regarding the effectiveness of technologies like ChatGPT as autonomous programming tutors is presently limited.",2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:apec-python-lab-test,site/public/data/assessments/assessment-apec-python-lab-test.json,
